date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:16:28	28097/28097	---MC-	200	added ('OK')	text/html	etag:W/%224f81192aa9fd9fcdfdddf6ba8d67271f%22	https://www. .com/owasp	C:/My%20Web%20Sites/hackshplain/www. .com/owasp.html	(from https://www. .com/)
18:16:28	39937/39937	---MC-	200	added ('OK')	text/html	etag:W/%22bafb9478009095bec8f10c0da553f953%22	https://www. .com/enterprise	C:/My%20Web%20Sites/hackshplain/www. .com/enterprise.html	(from https://www. .com/)
18:16:28	23660/23660	---MC-	200	added ('OK')	text/html	etag:W/%22442c2eabe3c98c81722d87988927fe50%22	https://www. .com/pci	C:/My%20Web%20Sites/hackshplain/www. .com/pci.html	(from https://www. .com/)
18:16:28	11352/11352	---MC-	200	added ('OK')	text/html	etag:W/%2299b728c677234a1e7cca6000c197ccf8%22	https://www. .com/book	C:/My%20Web%20Sites/hackshplain/www. .com/book.html	(from https://www. .com/)
18:16:28	7712/7712	---MC-	200	added ('OK')	text/html	etag:W/%22fa64d40616944dcf2014e4f6f6dc81ae%22	https://www. .com/login	C:/My%20Web%20Sites/hackshplain/www. .com/login.html	(from https://www. .com/)
18:16:29	7588/7588	---MC-	200	added ('OK')	text/html	etag:W/%22670ff948f4bc5c22233f83a65dbc420f%22	https://www. .com/join	C:/My%20Web%20Sites/hackshplain/www. .com/join.html	(from https://www. .com/)
18:16:29	474290/474290	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Jul%202023%2018:53:10%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/backgrounds/main-characters-170557b938bdf710d75bc52c2b3fbcc98a7cce6f19b6f9540bf0ece5dc3b91a5.png	C:/My%20Web%20Sites/hackshplain/d1o5lmfp4gliop.cloudfront.net/assets/backgrounds/main-characters-170557b938bdf710d75bc52c2b3fbcc98a7cce6f19b6f9540bf0ece5dc3b91a5.png	(from https://www. .com/)
18:16:29	69498/69498	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Jul%202023%2018:53:11%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/screenshots/directory-traversal-2-59a237e91126dbad1aa8032c5f5b451904709fdac6564c75a16107d4e8c87695.png	C:/My%20Web%20Sites/hackshplain/d1o5lmfp4gliop.cloudfront.net/assets/screenshots/directory-traversal-2-59a237e91126dbad1aa8032c5f5b451904709fdac6564c75a16107d4e8c87695.png	(from https://www. .com/)
18:16:30	842286/842286	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Jul%202023%2018:53:11%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/screenshots/code-3-3bc426c3cc32b338c7a180989ea14ad071b23103d1e71282d483e47e9a10d52b.png	C:/My%20Web%20Sites/hackshplain/d1o5lmfp4gliop.cloudfront.net/assets/screenshots/code-3-3bc426c3cc32b338c7a180989ea14ad071b23103d1e71282d483e47e9a10d52b.png	(from https://www. .com/)
18:16:30	38153/38153	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Jul%202023%2018:53:11%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/screenshots/white-854de9109020661c31d6492b9d2a00fc5ca65c1958025d6695e31670c608248a.png	C:/My%20Web%20Sites/hackshplain/d1o5lmfp4gliop.cloudfront.net/assets/screenshots/white-854de9109020661c31d6492b9d2a00fc5ca65c1958025d6695e31670c608248a.png	(from https://www. .com/)
18:16:30	17843/17843	---MC-	200	added ('OK')	text/html	etag:W/%227209f137801bc3be2498efd51c8adb92%22	https://www. .com/exercises/sql-injection	C:/My%20Web%20Sites/hackshplain/www. .com/exercises/sql-injection.html	(from https://www. .com/)
18:16:30	1220455/1220455	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Jul%202023%2018:53:11%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/screenshots/quiz-9276cfbb00436da1035d5e017e5919135655709b3a64b0f0d47188aed60c8e64.png	C:/My%20Web%20Sites/hackshplain/d1o5lmfp4gliop.cloudfront.net/assets/screenshots/quiz-9276cfbb00436da1035d5e017e5919135655709b3a64b0f0d47188aed60c8e64.png	(from https://www. .com/)
18:16:31	78964/78964	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Jul%202023%2018:53:11%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/screenshots/command-execution-1-abe6f984c42c59885fdb8a4a1ad37fa62cfb0771510f39cd77a1d19ebddf3e17.png	C:/My%20Web%20Sites/hackshplain/d1o5lmfp4gliop.cloudfront.net/assets/screenshots/command-execution-1-abe6f984c42c59885fdb8a4a1ad37fa62cfb0771510f39cd77a1d19ebddf3e17.png	(from https://www. .com/)
18:16:31	22809/22809	---MC-	200	added ('OK')	text/html	etag:W/%2211f6ab21d0bb602c2abb4258326b6dc0%22	https://www. .com/exercises/command-execution	C:/My%20Web%20Sites/hackshplain/www. .com/exercises/command-execution.html	(from https://www. .com/)
18:16:31	117477/117477	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Jul%202023%2018:53:11%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/screenshots/command-execution-2-f1e144ffdccee1215bbe432d8e1250fcfcaf825b4de2bce56c291e8ba9662e76.png	C:/My%20Web%20Sites/hackshplain/d1o5lmfp4gliop.cloudfront.net/assets/screenshots/command-execution-2-f1e144ffdccee1215bbe432d8e1250fcfcaf825b4de2bce56c291e8ba9662e76.png	(from https://www. .com/)
18:16:31	141/141	---MC-	302	error ('Found')	text/html	date:Thu,%2003%20Aug%202023%2012:46:38%20GMT	https://www. .com/exercises/directory-traversal	C:/My%20Web%20Sites/hackshplain/www. .com/exercises/directory-traversal	(from https://www. .com/)
18:16:31	7916/7916	---MC-	200	added ('OK')	text/html	etag:W/%22b8ca5ad58c52285dc5fecc2b6909073d%22	https://www. .com/login?next=%2Fexercises%2Fdirectory-traversal	C:/My%20Web%20Sites/hackshplain/www. .com/login0f92.html	(from https://www. .com/)
18:16:32	172303/172303	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Jul%202023%2018:53:11%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/screenshots/directory-traversal-1-e8f0ef2f268bc08c13bfcd58edad1d632180753380c5fd6e8d0a615aab6e88a6.png	C:/My%20Web%20Sites/hackshplain/d1o5lmfp4gliop.cloudfront.net/assets/screenshots/directory-traversal-1-e8f0ef2f268bc08c13bfcd58edad1d632180753380c5fd6e8d0a615aab6e88a6.png	(from https://www. .com/)
18:16:32	152892/152892	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Jul%202023%2018:53:11%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/screenshots/directory-traversal-3-3beb8d2af4d0b89d7d6cb1a56cbaea16a26a1f5b21980377199e74cd85cdc113.png	C:/My%20Web%20Sites/hackshplain/d1o5lmfp4gliop.cloudfront.net/assets/screenshots/directory-traversal-3-3beb8d2af4d0b89d7d6cb1a56cbaea16a26a1f5b21980377199e74cd85cdc113.png	(from https://www. .com/)
18:16:32	128442/128442	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Jul%202023%2018:53:11%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/flynn/amy-neutral-53502fb5f0b259bed1190f1f93d7533b6438638ba4cbe74117008b1448571d5a.png	C:/My%20Web%20Sites/hackshplain/d1o5lmfp4gliop.cloudfront.net/assets/flynn/amy-neutral-53502fb5f0b259bed1190f1f93d7533b6438638ba4cbe74117008b1448571d5a.png	(from https://www. .com/)
18:16:32	103223/103223	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Jul%202023%2018:53:11%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/flynn/amy-checklist-3ee626b0100675722b43b10d6204580d84183fdfa26bfc1e155fad651f0a98d3.png	C:/My%20Web%20Sites/hackshplain/d1o5lmfp4gliop.cloudfront.net/assets/flynn/amy-checklist-3ee626b0100675722b43b10d6204580d84183fdfa26bfc1e155fad651f0a98d3.png	(from https://www. .com/)
18:16:32	171858/171858	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Jul%202023%2018:53:11%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/flynn/amy-paperwork-bc4d6b1bdc4bdd487c594dda3db83cba5ccc7c8a8a5b3f81d97277ff2ac6d7c3.png	C:/My%20Web%20Sites/hackshplain/d1o5lmfp4gliop.cloudfront.net/assets/flynn/amy-paperwork-bc4d6b1bdc4bdd487c594dda3db83cba5ccc7c8a8a5b3f81d97277ff2ac6d7c3.png	(from https://www. .com/)
18:16:33	20139/20139	---MC-	200	added ('OK')	text/html	etag:W/%223dde7f6ff4b02cad1520329be77d32e4%22	https://www. .com/glossary	C:/My%20Web%20Sites/hackshplain/www. .com/glossary.html	(from https://www. .com/)
18:16:33	29501/29501	---MC-	200	added ('OK')	text/html	etag:W/%22994ce7824cc60295b62daa4f55a562b5%22	https://www. .com/privacy	C:/My%20Web%20Sites/hackshplain/www. .com/privacy.html	(from https://www. .com/)
18:16:33	14944/14944	---MC-	200	added ('OK')	text/html	etag:W/%222a6c51a8cdd21290561ed3516c304a4a%22	https://www. .com/legal	C:/My%20Web%20Sites/hackshplain/www. .com/legal.html	(from https://www. .com/)
18:16:33	7656/7656	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2018%20Jul%202023%2018:53:10%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/cookieinfo-1af9cc137c2c2bc8ea4d469f45d357ec43dc6c23537bd0c96aa9b51ff416ce5e.js	C:/My%20Web%20Sites/hackshplain/d1o5lmfp4gliop.cloudfront.net/assets/cookieinfo-1af9cc137c2c2bc8ea4d469f45d357ec43dc6c23537bd0c96aa9b51ff416ce5e.js	(from https://www. .com/)
18:16:34	154228/154228	---M--	200	added ('OK')	application/font-woff2	date:Tue,%2018%20Jul%202023%2018:53:11%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/font-awesome/fa-solid-900.woff2	C:/My%20Web%20Sites/hackshplain/d1o5lmfp4gliop.cloudfront.net/assets/font-awesome/fa-solid-900.woff2	(from https://d1o5lmfp4gliop.cloudfront.net/assets/application-1f27c21e9caba5e224e9039708363bb3d6393bcd0cec34182ef97d314c3d7fe1.css)
18:16:34	388460/388460	---MCZ	200	added ('OK')	application/x-font-ttf	date:Tue,%2018%20Jul%202023%2018:53:11%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/font-awesome/fa-solid-900.ttf	C:/My%20Web%20Sites/hackshplain/d1o5lmfp4gliop.cloudfront.net/assets/font-awesome/fa-solid-900.ttf	(from https://d1o5lmfp4gliop.cloudfront.net/assets/application-1f27c21e9caba5e224e9039708363bb3d6393bcd0cec34182ef97d314c3d7fe1.css)
18:16:34	23940/23940	---M--	200	added ('OK')	application/font-woff2	date:Tue,%2018%20Jul%202023%2018:53:11%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/font-awesome/fa-regular-400.woff2	C:/My%20Web%20Sites/hackshplain/d1o5lmfp4gliop.cloudfront.net/assets/font-awesome/fa-regular-400.woff2	(from https://d1o5lmfp4gliop.cloudfront.net/assets/application-1f27c21e9caba5e224e9039708363bb3d6393bcd0cec34182ef97d314c3d7fe1.css)
18:16:34	60520/60520	---MCZ	200	added ('OK')	application/x-font-ttf	date:Tue,%2018%20Jul%202023%2018:53:11%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/font-awesome/fa-regular-400.ttf	C:/My%20Web%20Sites/hackshplain/d1o5lmfp4gliop.cloudfront.net/assets/font-awesome/fa-regular-400.ttf	(from https://d1o5lmfp4gliop.cloudfront.net/assets/application-1f27c21e9caba5e224e9039708363bb3d6393bcd0cec34182ef97d314c3d7fe1.css)
18:16:34	105536/105536	---M--	200	added ('OK')	application/font-woff2	date:Tue,%2018%20Jul%202023%2018:53:11%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/font-awesome/fa-brands-400.woff2	C:/My%20Web%20Sites/hackshplain/d1o5lmfp4gliop.cloudfront.net/assets/font-awesome/fa-brands-400.woff2	(from https://d1o5lmfp4gliop.cloudfront.net/assets/application-1f27c21e9caba5e224e9039708363bb3d6393bcd0cec34182ef97d314c3d7fe1.css)
18:16:35	186112/186112	---MCZ	200	added ('OK')	application/x-font-ttf	date:Tue,%2018%20Jul%202023%2018:53:11%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/font-awesome/fa-brands-400.ttf	C:/My%20Web%20Sites/hackshplain/d1o5lmfp4gliop.cloudfront.net/assets/font-awesome/fa-brands-400.ttf	(from https://d1o5lmfp4gliop.cloudfront.net/assets/application-1f27c21e9caba5e224e9039708363bb3d6393bcd0cec34182ef97d314c3d7fe1.css)
18:16:35	5561/5561	---MCZ	404	error ('Not%20Found')	text/html	etag:%225w56dnvauq4a8%22	https://www.toptal.com/designers/subtlepatterns/patterns/hip-square.png	C:/My%20Web%20Sites/hackshplain/www.toptal.com/designers/subtlepatterns/patterns/hip-square.28.delayed	(from https://d1o5lmfp4gliop.cloudfront.net/assets/application-1f27c21e9caba5e224e9039708363bb3d6393bcd0cec34182ef97d314c3d7fe1.css)
18:16:35	8476/8476	---M--	200	added ('OK')	image/gif	date:Tue,%2018%20Jul%202023%2018:53:11%20GMT	https://d1o5lmfp4gliop.cloudfront.net/images/lightbox/loading.gif	C:/My%20Web%20Sites/hackshplain/d1o5lmfp4gliop.cloudfront.net/images/lightbox/loading.gif	(from https://d1o5lmfp4gliop.cloudfront.net/assets/application-1f27c21e9caba5e224e9039708363bb3d6393bcd0cec34182ef97d314c3d7fe1.css)
18:16:36	1360/1360	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Jul%202023%2018:53:11%20GMT	https://d1o5lmfp4gliop.cloudfront.net/images/lightbox/prev.png	C:/My%20Web%20Sites/hackshplain/d1o5lmfp4gliop.cloudfront.net/images/lightbox/prev.png	(from https://d1o5lmfp4gliop.cloudfront.net/assets/application-1f27c21e9caba5e224e9039708363bb3d6393bcd0cec34182ef97d314c3d7fe1.css)
18:16:36	1350/1350	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Jul%202023%2018:53:11%20GMT	https://d1o5lmfp4gliop.cloudfront.net/images/lightbox/next.png	C:/My%20Web%20Sites/hackshplain/d1o5lmfp4gliop.cloudfront.net/images/lightbox/next.png	(from https://d1o5lmfp4gliop.cloudfront.net/assets/application-1f27c21e9caba5e224e9039708363bb3d6393bcd0cec34182ef97d314c3d7fe1.css)
18:16:36	280/280	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Jul%202023%2018:53:11%20GMT	https://d1o5lmfp4gliop.cloudfront.net/images/lightbox/close.png	C:/My%20Web%20Sites/hackshplain/d1o5lmfp4gliop.cloudfront.net/images/lightbox/close.png	(from https://d1o5lmfp4gliop.cloudfront.net/assets/application-1f27c21e9caba5e224e9039708363bb3d6393bcd0cec34182ef97d314c3d7fe1.css)
18:16:37	1541468/1541468	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Jul%202023%2018:53:11%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/marketing/laptop-exercise-aed26fe54af3a689af3c6f34874305fb986fd45467a49e3ce7d4d356e4979b89.png	C:/My%20Web%20Sites/hackshplain/d1o5lmfp4gliop.cloudfront.net/assets/marketing/laptop-exercise-aed26fe54af3a689af3c6f34874305fb986fd45467a49e3ce7d4d356e4979b89.png	(from https://www. .com/features)
18:16:37	513616/513616	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Jul%202023%2018:53:11%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/screenshots/risks-4f0bbc2f695993c17b408bbb479283c439a2287c9c1e19c8e20935aa30c298f8.png	C:/My%20Web%20Sites/hackshplain/d1o5lmfp4gliop.cloudfront.net/assets/screenshots/risks-4f0bbc2f695993c17b408bbb479283c439a2287c9c1e19c8e20935aa30c298f8.png	(from https://www. .com/features)
18:16:37	467942/467942	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Jul%202023%2018:53:11%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/screenshots/code-43468e0914334bdf742bc2fa55437b0a4610055e3874007a13618c0f36cb6bbb.png	C:/My%20Web%20Sites/hackshplain/d1o5lmfp4gliop.cloudfront.net/assets/screenshots/code-43468e0914334bdf742bc2fa55437b0a4610055e3874007a13618c0f36cb6bbb.png	(from https://www. .com/features)
18:16:37	1035993/1035993	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Jul%202023%2018:53:11%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/screenshots/concept-6a552323e3a0f32ea1e27c89da1025256237a10ac5f5c9d77420bec70e491978.png	C:/My%20Web%20Sites/hackshplain/d1o5lmfp4gliop.cloudfront.net/assets/screenshots/concept-6a552323e3a0f32ea1e27c89da1025256237a10ac5f5c9d77420bec70e491978.png	(from https://www. .com/features)
18:16:38	22582/22582	---MC-	200	added ('OK')	text/html	etag:W/%22a3648d881e2e69dba6103ff57d6526d6%22	https://www. .com/exercises/xss-stored	C:/My%20Web%20Sites/hackshplain/www. .com/exercises/xss-stored.html	(from https://www. .com/lessons)
18:16:39	14750/14750	---MC-	200	added ('OK')	text/html	etag:W/%22854821553d7b126d806d07173721cf89%22	https://www. .com/exercises/click-jacking	C:/My%20Web%20Sites/hackshplain/www. .com/exercises/click-jacking.html	(from https://www. .com/lessons)
18:16:39	17687/17687	---MC-	200	added ('OK')	text/html	etag:W/%22949a6d69b3ca2e149414756f2581aa9b%22	https://www. .com/exercises/csrf	C:/My%20Web%20Sites/hackshplain/www. .com/exercises/csrf.html	(from https://www. .com/lessons)
18:16:39	23511/23511	---MC-	200	added ('OK')	text/html	etag:W/%224369f3c87ac4a7ddd17da22ff361a9d3%22	https://www. .com/exercises/xss-reflected	C:/My%20Web%20Sites/hackshplain/www. .com/exercises/xss-reflected.html	(from https://www. .com/lessons)
18:16:39	26272/26272	---MC-	200	added ('OK')	text/html	etag:W/%22d0e1ded0f541b9acca3320a4726fffae%22	https://www. .com/exercises/file-upload	C:/My%20Web%20Sites/hackshplain/www. .com/exercises/file-upload.html	(from https://www. .com/lessons)
18:16:39	16180/16180	---MC-	200	added ('OK')	text/html	etag:W/%22f9d14ec72868966975a08082634277a4%22	https://www. .com/exercises/open-redirects	C:/My%20Web%20Sites/hackshplain/www. .com/exercises/open-redirects.html	(from https://www. .com/lessons)
18:16:40	20961/20961	---MC-	200	added ('OK')	text/html	etag:W/%2228d88b39507fbb845462d285d4c939aa%22	https://www. .com/exercises/unencrypted-communication	C:/My%20Web%20Sites/hackshplain/www. .com/exercises/unencrypted-communication.html	(from https://www. .com/lessons)
18:16:40	34846/34846	---MC-	200	added ('OK')	text/html	etag:W/%22bfb7b951c852ce7f2a11b14353b718d4%22	https://www. .com/exercises/user-enumeration	C:/My%20Web%20Sites/hackshplain/www. .com/exercises/user-enumeration.html	(from https://www. .com/lessons)
18:16:40	24309/24309	---MC-	200	added ('OK')	text/html	etag:W/%223957c8805ac6040e193d1f6ba0e1a1df%22	https://www. .com/exercises/password-mismanagement	C:/My%20Web%20Sites/hackshplain/www. .com/exercises/password-mismanagement.html	(from https://www. .com/lessons)
18:16:40	20482/20482	---MC-	200	added ('OK')	text/html	etag:W/%2236c3757bd0c50d4fdb7975c68020a42a%22	https://www. .com/exercises/email-spoofing	C:/My%20Web%20Sites/hackshplain/www. .com/exercises/email-spoofing.html	(from https://www. .com/lessons)
18:16:40	21257/21257	---MC-	200	added ('OK')	text/html	etag:W/%22ac2d415ebea83e9b1db70a7ab5078d49%22	https://www. .com/exercises/malvertising	C:/My%20Web%20Sites/hackshplain/www. .com/exercises/malvertising.html	(from https://www. .com/lessons)
18:16:41	33170/33170	---MC-	200	added ('OK')	text/html	etag:W/%22b526254c5f6f69435f8a47b55e6054bd%22	https://www. .com/exercises/logging-and-monitoring	C:/My%20Web%20Sites/hackshplain/www. .com/exercises/logging-and-monitoring.html	(from https://www. .com/lessons)
18:16:41	16318/16318	---MC-	200	added ('OK')	text/html	etag:W/%22bce46d234d932ba731ca16e0e01fad4e%22	https://www. .com/exercises/buffer-overflows	C:/My%20Web%20Sites/hackshplain/www. .com/exercises/buffer-overflows.html	(from https://www. .com/lessons)
18:16:41	11631/11631	---MC-	200	added ('OK')	text/html	etag:W/%22c510b290bdd98fb69c9407438bec22fa%22	https://www. .com/exercises/ssrf	C:/My%20Web%20Sites/hackshplain/www. .com/exercises/ssrf.html	(from https://www. .com/lessons)
18:16:41	627055/627055	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Jul%202023%2018:53:11%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/screenshots/enterprise/enterprise-risks-1f115eadf66b895f65ae6d6b52628cc6a93bea9a8d2b67f362640e8876baa755.png	C:/My%20Web%20Sites/hackshplain/d1o5lmfp4gliop.cloudfront.net/assets/screenshots/enterprise/enterprise-risks-1f115eadf66b895f65ae6d6b52628cc6a93bea9a8d2b67f362640e8876baa755.png	(from https://www. .com/enterprise)
18:16:41	467942/467942	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Jul%202023%2018:53:11%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/screenshots/enterprise/enterprise-code-43468e0914334bdf742bc2fa55437b0a4610055e3874007a13618c0f36cb6bbb.png	C:/My%20Web%20Sites/hackshplain/d1o5lmfp4gliop.cloudfront.net/assets/screenshots/enterprise/enterprise-code-43468e0914334bdf742bc2fa55437b0a4610055e3874007a13618c0f36cb6bbb.png	(from https://www. .com/enterprise)
18:16:42	674809/674809	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Jul%202023%2018:53:11%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/screenshots/enterprise/enterprise-concepts-33288429b2c4d7c06cc07aafbe9f21abba698b627d33a98aca59549952664774.png	C:/My%20Web%20Sites/hackshplain/d1o5lmfp4gliop.cloudfront.net/assets/screenshots/enterprise/enterprise-concepts-33288429b2c4d7c06cc07aafbe9f21abba698b627d33a98aca59549952664774.png	(from https://www. .com/enterprise)
18:16:42	1232774/1232774	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Jul%202023%2018:53:11%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/screenshots/enterprise/enterprise-quiz-b841bcfeee36b3ccea3eebedaedce1e5af6f1fdf1049f410d1e77e45ed1c1c12.png	C:/My%20Web%20Sites/hackshplain/d1o5lmfp4gliop.cloudfront.net/assets/screenshots/enterprise/enterprise-quiz-b841bcfeee36b3ccea3eebedaedce1e5af6f1fdf1049f410d1e77e45ed1c1c12.png	(from https://www. .com/enterprise)
18:16:42	269526/269526	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Jul%202023%2018:53:11%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/screenshots/enterprise/enterprise-license-4aacc14e8df64303b2705f7f9b99b13894dd964bd19ce6ffc64714ba02f55c38.png	C:/My%20Web%20Sites/hackshplain/d1o5lmfp4gliop.cloudfront.net/assets/screenshots/enterprise/enterprise-license-4aacc14e8df64303b2705f7f9b99b13894dd964bd19ce6ffc64714ba02f55c38.png	(from https://www. .com/enterprise)
18:16:42	394230/394230	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Jul%202023%2018:53:11%20GMT	https://d1o5lmfp4gliop.cloudfront.net/assets/screenshots/enterprise/enterprise-report-cda9481508288899fff3e967753ac4b932231f90da8033766d97d08dd2567238.png	C:/My%20Web%20Sites/hackshplain/d1o5lmfp4gliop.cloudfront.net/assets/screenshots/enterprise/enterprise-report-cda9481508288899fff3e967753ac4b932231f90da8033766d97d08dd2567238.png	(from https://www. .com/enterprise)
18:16:43	12391/12391	---MC-	200	added ('OK')	text/html	etag:W/%2233b289316af96757f5b8a6080dac835e%22	https://www. .com/purchase	C:/My%20Web%20Sites/hackshplain/www. .com/purchase.html	(from https://www. .com/enterprise)
18:16:43	143/143	---MC-	302	error ('Found')	text/html	date:Thu,%2003%20Aug%202023%2012:46:50%20GMT	https://www. .com/exercises/broken-access-control	C:/My%20Web%20Sites/hackshplain/www. .com/exercises/broken-access-control.46.delayed	(from https://www. .com/owasp)
18:16:44	7926/7926	---MC-	200	added ('OK')	text/html	etag:W/%22e85da758a41a0bafa8f4e8f591ecefb7%22	https://www. .com/login?next=%2Fexercises%2Fbroken-access-control	C:/My%20Web%20Sites/hackshplain/www. .com/login4981.html	(from https://www. .com/owasp)
18:16:44	137/137	---MC-	302	error ('Found')	text/html	date:Thu,%2003%20Aug%202023%2012:46:51%20GMT	https://www. .com/exercises/insecure-design	C:/My%20Web%20Sites/hackshplain/www. .com/exercises/insecure-design	(from https://www. .com/owasp)
